CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location
THREATS,02/28/2020 11:12:00 AM,20-011498,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,22Y,3500 MOUNTAIN BLVD,Oakland,CA,"3500 MOUNTAIN BLVD
Oakland, CA
(37.801874, -122.187804)"
VANDALISM,03/26/2020 02:45:00 PM,20-907733,VANDALISM,33X,9500 D ST,Oakland,CA,"9500 D ST
Oakland, CA
(37.744233, -122.177393)"
BURG - AUTO,03/05/2020 06:56:00 PM,20-012738,BURGLARY-AUTO,18X,1500 FOOTHILL BLVD,Oakland,CA,"1500 FOOTHILL BLVD
Oakland, CA
(37.790617, -122.243623)"
BURG - RESIDENTIAL,04/03/2020 04:00:00 AM,20-018127,BURGLARY-NO FORCE,23X,1400 34TH AV,Oakland,CA,"1400 34TH AV
Oakland, CA
(37.776692, -122.223819)"
FORGERY & COUNTERFEITING,03/26/2020 01:00:00 PM,20-020645,OBT CREDIT/ETC:OTHER'S ID,04X,600 17TH ST,Oakland,CA,"600 17TH ST
Oakland, CA
(37.807714, -122.273811)"
,05/05/2020 05:54:00 PM,20-022628,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,17Y,1200 BLOCK OF E 28TH ST,Oakland,CA,"1200 BLOCK OF E 28TH ST
Oakland, CA
(37.799408, -122.236047)"
,05/04/2020 08:00:00 AM,20-022753,THEFT,01X,300 WEBSTER STREET,Oakland,CA,"300 WEBSTER STREET
Oakland, CA
(37.796036, -122.273379)"
PETTY THEFT,01/24/2020 06:45:00 AM,20-904433,THEFT,16Y,1700 TRESTLE GLEN RD,Oakland,CA,"1700 TRESTLE GLEN RD
Oakland, CA
(37.81302, -122.221375)"
DUI,03/09/2020 08:27:00 AM,20-013403,DUI ALCOHOL/DRUGS,22Y,2900 GEORGIA ST,Oakland,CA,"2900 GEORGIA ST
Oakland, CA
(37.797432, -122.207491)"
VANDALISM,01/26/2020 07:45:00 PM,20-905081,VANDALISM,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
MISDEMEANOR ASSAULT,04/21/2020 01:09:00 PM,20-908974,ASSAULT,11X,700 ALCATRAZ AV,Oakland,CA,"700 ALCATRAZ AV
Oakland, CA
(37.849493, -122.265732)"
STOLEN VEHICLE,04/08/2020 06:35:00 PM,20-018404,VEHICLE THEFT - AUTO,30X,7300 KRAUSE AV,Oakland,CA,"7300 KRAUSE AV
Oakland, CA
(37.764543, -122.17809)"
WEAPONS,03/06/2020 06:32:00 PM,20-012912,CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM,06X,600 37TH ST,Oakland,CA,"600 37TH ST
Oakland, CA
(37.8262, -122.268674)"
BURG - AUTO,01/29/2020 09:00:00 PM,20-005956,BURGLARY-AUTO,19X,700 E 10TH ST,Oakland,CA,"700 E 10TH ST
Oakland, CA
(37.792218, -122.254939)"
BURG - AUTO,03/18/2020 01:51:00 PM,20-015087,VANDALISM-$400,21Y,3100 PLEITNER AV,Oakland,CA,"3100 PLEITNER AV
Oakland, CA
(37.793346, -122.211878)"
FELONY ASSAULT,04/01/2020 04:50:00 PM,20-017272,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,9300 A ST,Oakland,CA,"9300 A ST
Oakland, CA
(37.747045, -122.174806)"
VANDALISM,04/06/2020 01:00:00 AM,20-018408,"VANDALISM [UNDER $1,000] (AMENDED)",31Z,400 DOUGLAS AV,Oakland,CA,"400 DOUGLAS AV
Oakland, CA
(37.730189, -122.182305)"
STOLEN VEHICLE,03/01/2020 09:00:00 AM,20-011926,VEHICLE THEFT - AUTO,17X,600 FOOTHILL BLVD,Oakland,CA,"600 FOOTHILL BLVD
Oakland, CA
(37.796342, -122.251175)"
,05/06/2020 03:00:00 PM,20-022828,THEFT,13X,6100 OCEAN VIEW DR,Oakland,CA,"6100 OCEAN VIEW DR
Oakland, CA
(37.847447, -122.241879)"
BURG - AUTO,02/21/2020 09:10:00 PM,20-905340,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
STOLEN VEHICLE,02/18/2020 01:00:00 PM,20-009582,VEHICLE THEFT - AUTO,03Y,1200 CLAY ST,Oakland,CA,"1200 CLAY ST
Oakland, CA
(37.804497, -122.27411)"
VANDALISM,01/29/2020 09:00:00 PM,20-904440,VANDALISM,12X,49TH ST & TELEGRAPH AV,Oakland,CA,"49TH ST & TELEGRAPH AV
Oakland, CA
(37.83574, -122.262684)"
BURG - AUTO,04/19/2020 10:00:00 PM,20-909027,BURGLARY-AUTO,22Y,3300 BRUNELL DR,Oakland,CA,"3300 BRUNELL DR
Oakland, CA
(37.805792, -122.186856)"
VANDALISM,04/10/2020 04:10:00 AM,20-018536,MALICIOUSLY DESTROY OTHER'S PROPERTY,27X,1700 HIGH ST,Oakland,CA,"1700 HIGH ST
Oakland, CA
(37.774016, -122.212633)"
DUI,02/16/2020 01:19:00 AM,20-009077,DUI ALCOHOL/DRUGS,19X,1100 E 15TH ST,Oakland,CA,"1100 E 15TH ST
Oakland, CA
(37.791994, -122.247935)"
PETTY THEFT,02/13/2020 03:02:00 PM,20-008694,THEFT,25X,4000 MACARTHUR BLVD,Oakland,CA,"4000 MACARTHUR BLVD
Oakland, CA
(37.790482, -122.19766)"
,04/30/2020 09:07:00 PM,20-021838,BATTERY,29X,6600 FOOTHILL BLVD,Oakland,CA,"6600 FOOTHILL BLVD
Oakland, CA
(37.770371, -122.181392)"
ARSON,05/04/2020 11:00:00 PM,20-022622,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,06X,600 SYCAMORE ST,Oakland,CA,"600 SYCAMORE ST
Oakland, CA
(37.815423, -122.270452)"
MISDEMEANOR ASSAULT,04/04/2020 01:19:00 AM,20-017633,BATTERY,06X,2500 MARTIN LUTHER KING JR W,Oakland,CA,"2500 MARTIN LUTHER KING JR W
Oakland, CA"
FELONY ASSAULT,03/19/2020 10:58:00 PM,20-015323,ROBBERY-FIREARM,33X,1000 98TH AV,Oakland,CA,"1000 98TH AV
Oakland, CA
(37.740697, -122.177765)"
BURG - AUTO,04/22/2020 01:00:00 PM,20-908976,BURGLARY-AUTO,29X,5900 CAMDEN ST,Oakland,CA,"5900 CAMDEN ST
Oakland, CA
(37.775106, -122.184998)"
,04/26/2020 02:00:00 PM,20-021464,VEHICLE THEFT - AUTO,01X,100 3RD ST,Oakland,CA,"100 3RD ST
Oakland, CA
(37.793477, -122.267613)"
,05/05/2020 06:59:00 PM,20-022567,OBSTRUCTS/RESISTS PUBLIC OFFICER/ETC,22X,3200 DELAWARE ST,Oakland,CA,"3200 DELAWARE ST
Oakland, CA
(37.794183, -122.204536)"
BURG - AUTO,04/03/2020 05:00:00 PM,20-018093,BURGLARY-AUTO,19X,600 E 11TH ST,Oakland,CA,"600 E 11TH ST
Oakland, CA
(37.793655, -122.254913)"
DOMESTIC VIOLENCE,05/05/2020 05:26:00 PM,20-022631,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,10500 PONTIAC ST,Oakland,CA,"10500 PONTIAC ST
Oakland, CA
(37.738637, -122.167353)"
STOLEN VEHICLE,04/14/2020 03:00:00 AM,20-908988,ATTEMPT VEHICLE THEFT-AUTO,25X,4500 TOMPKINS AV,Oakland,CA,"4500 TOMPKINS AV
Oakland, CA
(37.789774, -122.185991)"
ROBBERY,03/20/2020 09:10:00 AM,20-015372,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",14X,2300 HARRISON ST,Oakland,CA,"2300 HARRISON ST
Oakland, CA
(37.811434, -122.262063)"
WEAPONS,04/23/2020 05:06:00 PM,20-020643,MFG/SALE/POSSESS/ETC METAL KNUCKLES,08X,500 24TH ST,Oakland,CA,"500 24TH ST
Oakland, CA
(37.81347, -122.268584)"
STOLEN VEHICLE,01/28/2020 10:00:00 AM,20-005768,VEHICLE THEFT - AUTO,17X,1100 E 18TH ST,Oakland,CA,"1100 E 18TH ST
Oakland, CA
(37.793973, -122.245161)"
,04/24/2020 05:13:00 PM,20-020816,VANDALISM,34X,1600 87TH AV,Oakland,CA,"1600 87TH AV
Oakland, CA
(37.752684, -122.173687)"
STOLEN VEHICLE,01/30/2020 06:00:00 PM,20-005843,VEHICLE THEFT - AUTO,31Y,85TH AV & RAILROAD AV,Oakland,CA,"85TH AV & RAILROAD AV
Oakland, CA
(37.745507, -122.190839)"
,05/05/2020 08:00:00 PM,20-022674,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,20X,2800 CHAPMAN STREET,Oakland,CA,"2800 CHAPMAN STREET
Oakland, CA
(37.774687, -122.236124)"
VANDALISM,01/11/2020 12:00:00 AM,20-905060,VANDALISM,77X,00,Oakland,CA,"00
Oakland, CA"
FELONY ASSAULT,04/05/2020 01:19:00 AM,20-017784,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,24X,3800 LYON AV,Oakland,CA,"3800 LYON AV
Oakland, CA
(37.784261, -122.208893)"
BURG - AUTO,04/08/2020 10:00:00 PM,20-018429,BURGLARY-AUTO,08X,300 W MACARTHUR BLVD,Oakland,CA,"300 W MACARTHUR BLVD
Oakland, CA
(37.824164, -122.257833)"
BURG - AUTO,02/25/2020 08:10:00 PM,20-905880,BURGLARY-AUTO,12X,48TH ST & TELEGRAPH AV,Oakland,CA,"48TH ST & TELEGRAPH AV
Oakland, CA
(37.834751, -122.262942)"
,05/02/2020 05:00:00 AM,20-022120,VEHICLE THEFT - AUTO,01X,500 BLK OF EMBARCADERO WEST,Oakland,CA,"500 BLK OF EMBARCADERO WEST
Oakland, CA
(37.795822, -122.277805)"
STOLEN VEHICLE,04/09/2020 09:22:00 AM,20-018427,VEHICLE THEFT - AUTO,26Y,800 77TH AV,Oakland,CA,"800 77TH AV
Oakland, CA
(37.751754, -122.193427)"
FORCIBLE RAPE,02/18/2020 02:30:00 AM,20-009465,VIOLATION OF PROBATION-MISD,07X,3400 WOOD ST,Oakland,CA,"3400 WOOD ST
Oakland, CA
(37.824506, -122.290687)"
WEAPONS,03/06/2020 06:32:00 PM,20-012912,CARRY CONCEALED WEAPON- UNLAWFUL POSSESS,06X,600 37TH ST,Oakland,CA,"600 37TH ST
Oakland, CA
(37.8262, -122.268674)"
,05/05/2020 09:15:00 PM,20-022686,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,12Y,5600 OCEAN VIEW DR,Oakland,CA,"5600 OCEAN VIEW DR
Oakland, CA
(37.843324, -122.251579)"
STOLEN VEHICLE,05/06/2020 04:31:00 AM,20-022705,POSS STOLEN VEH/VES/ETC,23X,3300 E 12TH ST,Oakland,CA,"3300 E 12TH ST
Oakland, CA
(37.776182, -122.225334)"
,05/05/2020 08:00:00 AM,20-022688,VEHICLE THEFT - AUTO,32Y,10800 MCINTYRE ST,Oakland,CA,"10800 MCINTYRE ST
Oakland, CA
(37.742288, -122.148507)"
HOMICIDE,02/28/2020 09:03:00 PM,20-011589,SC UNEXPLAINED DEATH,02X,7TH ST & KIRKHAM ST,Oakland,CA,"7TH ST & KIRKHAM ST
Oakland, CA
(37.804701, -122.292364)"
GRAND THEFT,04/19/2020 04:00:00 AM,20-909004,THEFT,77X,COURTLAND AVE,Oakland,CA,"COURTLAND AVE
Oakland, CA"
BURG - AUTO,03/18/2020 01:51:00 PM,20-015087,BURGLARY-AUTO,21Y,3100 PLEITNER AV,Oakland,CA,"3100 PLEITNER AV
Oakland, CA
(37.793346, -122.211878)"
VANDALISM,05/05/2020 09:54:00 PM,20-022665,"VANDALISM [$400 TO $5,000]",30Y,2500 CHURCH ST,Oakland,CA,"2500 CHURCH ST
Oakland, CA
(37.768388, -122.179016)"
VANDALISM,03/23/2020 09:00:00 AM,20-907594,VANDALISM,16Y,1200 EXCELSIOR AV,Oakland,CA,"1200 EXCELSIOR AV
Oakland, CA
(37.804516, -122.231731)"
BURG - OTHER,01/16/2020 01:00:00 PM,20-008037,BURGLARY-NO FORCE,07X,2400 MANDELA PKWY,Oakland,CA,"2400 MANDELA PKWY
Oakland, CA
(37.819181, -122.289026)"
MISDEMEANOR ASSAULT,04/06/2020 06:30:00 PM,20-018020,THEFT,24Y,2800 HIGH ST,Oakland,CA,"2800 HIGH ST
Oakland, CA
(37.78347, -122.202327)"
,05/06/2020 11:45:00 AM,20-022767,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,29X,5700 FOOTHILL BLVD,Oakland,CA,"5700 FOOTHILL BLVD
Oakland, CA
(37.772144, -122.19346)"
,05/05/2020 07:10:00 AM,20-022526,ROBBERY-FIREARM,24Y,3300 HIGH ST,Oakland,CA,"3300 HIGH ST
Oakland, CA
(37.785795, -122.197781)"
FELONY ASSAULT,03/19/2020 10:51:00 PM,20-015335,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,19X,800 8TH AV,Oakland,CA,"800 8TH AV
Oakland, CA
(37.791331, -122.254461)"
,05/05/2020 05:00:00 AM,20-022508,THEFT,04X,200 FRANK H OGAWA PLZ,Oakland,CA,"200 FRANK H OGAWA PLZ
Oakland, CA
(37.80569, -122.271943)"
,05/04/2020 06:05:00 AM,20-022725,MALICIOUS MISCHIEF TO VEHICLE,23X,4200 INTERNATIONAL BLVD,Oakland,CA,"4200 INTERNATIONAL BLVD
Oakland, CA
(37.772721, -122.215522)"
GRAND THEFT,02/17/2020 03:50:00 PM,20-009331,GRAND THEFT FROM PERSON,03X,800 OAK ST,Oakland,CA,"800 OAK ST
Oakland, CA
(37.797243, -122.265267)"
EMBEZZLEMENT,03/09/2020 02:00:00 PM,20-015330,EMBEZZLEMENT BY EMPLOYEE [OVER $400],03X,300 9TH ST,Oakland,CA,"300 9TH ST
Oakland, CA
(37.799419, -122.269606)"
STOLEN VEHICLE,03/30/2020 01:00:00 PM,20-017753,VEHICLE THEFT - AUTO,15X,200 WAYNE AV,Oakland,CA,"200 WAYNE AV
Oakland, CA
(37.801154, -122.252512)"
STOLEN VEHICLE,12/07/2019 09:00:00 PM,19-063963,VEHICLE THEFT - AUTO,08X,3200 TELEGRAPH AV,Oakland,CA,"3200 TELEGRAPH AV
Oakland, CA
(37.82098, -122.266648)"
BURG - AUTO,01/08/2020 08:00:00 PM,20-904498,BURGLARY-AUTO,31Y,00 AIRPORT ACCESS RD,Oakland,CA,"00 AIRPORT ACCESS RD
Oakland, CA"
MISCELLANEOUS TRAFFIC CRIME,02/16/2020 09:03:00 PM,20-008994,DUI ALCOHOL/DRUGS,08X,3400 BROADWAY,Oakland,CA,"3400 BROADWAY
Oakland, CA
(37.821884, -122.260155)"
BURG - AUTO,02/12/2020 05:15:00 AM,20-904605,BURGLARY-AUTO,15X,00 ATHOL AV,Oakland,CA,"00 ATHOL AV
Oakland, CA"
PETTY THEFT,03/07/2020 12:00:00 AM,20-013552,THEFT,33X,8600 A ST,Oakland,CA,"8600 A ST
Oakland, CA
(37.751632, -122.178309)"
DOMESTIC VIOLENCE,02/15/2020 09:20:00 AM,20-008962,VANDALISM:DEFACE PROPERTY,34X,9600 BIRCH ST,Oakland,CA,"9600 BIRCH ST
Oakland, CA
(37.748295, -122.166115)"
BURG - COMMERCIAL,04/02/2020 07:00:00 PM,20-017570,BURGLARY-FORCIBLE ENTRY,25X,3500 MACARTHUR BLVD,Oakland,CA,"3500 MACARTHUR BLVD
Oakland, CA
(37.793628, -122.200518)"
MISDEMEANOR ASSAULT,04/26/2020 11:48:00 AM,20-014641,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,08X,500 25TH ST,Oakland,CA,"500 25TH ST
Oakland, CA
(37.814599, -122.267895)"
STOLEN VEHICLE,05/04/2020 08:00:00 PM,20-022608,VEHICLE THEFT - AUTO,16Y,4600 PARK BLVD,Oakland,CA,"4600 PARK BLVD
Oakland, CA
(37.809073, -122.218112)"
GRAND THEFT,04/20/2020 11:00:00 PM,20-908978,GRAND THEFT,12Y,400 62ND ST,Oakland,CA,"400 62ND ST
Oakland, CA
(37.848522, -122.25669)"
BURG - AUTO,04/21/2020 07:10:00 PM,20-909008,BURGLARY-AUTO,14Y,3200 GRAND AV,Oakland,CA,"3200 GRAND AV
Oakland, CA
(37.811458, -122.247926)"
STOLEN VEHICLE,04/03/2020 05:18:00 PM,20-017582,VEHICLE THEFT - AUTO,29X,3600 LUNDHOLM AV,Oakland,CA,"3600 LUNDHOLM AV
Oakland, CA
(37.778817, -122.1795)"
WEAPONS,03/06/2020 06:32:00 PM,20-012912,CARRY LOADED FIREARM:UNLAWFUL/PROHIBATED POSSESSION,06X,600 37TH ST,Oakland,CA,"600 37TH ST
Oakland, CA
(37.8262, -122.268674)"
,05/06/2020 08:15:00 PM,20-022831,FIGHT/CHALLENGE FIGHT PUBLIC PLACE,23X,3400 E12TH ST,Oakland,CA,"3400 E12TH ST
Oakland, CA
(26.643848, -81.583071)"
FELONY ASSAULT,04/03/2020 11:50:00 PM,20-017627,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,33X,1200 83RD AV,Oakland,CA,"1200 83RD AV
Oakland, CA
(37.753231, -122.181678)"
,03/05/2020 10:38:00 PM,20-012757,VANDALISM:DAMAGE PROPERTY,04X,500 W GRAND AV,Oakland,CA,"500 W GRAND AV
Oakland, CA
(37.811956, -122.268974)"
EMBEZZLEMENT,04/09/2020 03:00:00 PM,20-018523,ELDER ABUSE BY THEFT OR EMBEZZLEMENT,30Y,8100 IRIS ST,Oakland,CA,"8100 IRIS ST
Oakland, CA
(37.762411, -122.167378)"
FELONY ASSAULT,03/19/2020 10:58:00 PM,20-015323,ASSAULT WITH FIREARM ON PERSON,33X,1000 98TH AV,Oakland,CA,"1000 98TH AV
Oakland, CA
(37.740697, -122.177765)"
RECOVERED O/S STOLEN,04/07/2020 04:30:00 PM,20-018174,VEHICLE THEFT - AUTO,21Y,3000 LOGAN ST,Oakland,CA,"3000 LOGAN ST
Oakland, CA
(37.788371, -122.22307)"
WEAPONS,03/23/2020 02:05:00 PM,20-015839,CARRY CONCEALED WEAPON IN VEHICLE,35X,8800 BANCROFT AV,Oakland,CA,"8800 BANCROFT AV
Oakland, CA
(37.75498, -122.166594)"
,05/05/2020 12:08:00 PM,20-022562,BATTERY,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)"
,05/05/2020 07:10:00 AM,20-022526,KIDNAPPING,24Y,3300 HIGH ST,Oakland,CA,"3300 HIGH ST
Oakland, CA
(37.785795, -122.197781)"
STOLEN VEHICLE,04/09/2020 09:22:00 AM,20-018427,POSS STOLEN VEH/VES/ETC,26Y,800 77TH AV,Oakland,CA,"800 77TH AV
Oakland, CA
(37.751754, -122.193427)"
DOMESTIC VIOLENCE,04/10/2020 05:35:00 AM,20-018541,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,27X,2100 51ST AV,Oakland,CA,"2100 51ST AV
Oakland, CA
(37.773728, -122.204255)"
,05/05/2020 06:59:00 PM,20-022567,CARRY LOADED CONCEALED WEAPON ON PERSON,22X,3200 DELAWARE ST,Oakland,CA,"3200 DELAWARE ST
Oakland, CA
(37.794183, -122.204536)"
MISDEMEANOR ASSAULT,04/23/2020 01:25:00 AM,20-908996,ASSAULT,02Y,300 CENTER ST,Oakland,CA,"300 CENTER ST
Oakland, CA
(37.802631, -122.295907)"
GRAND THEFT,04/22/2020 01:00:00 PM,20-908970,GRAND THEFT,09X,3500 KEMPTON WY,Oakland,CA,"3500 KEMPTON WY
Oakland, CA
(37.820816, -122.255611)"
MISDEMEANOR ASSAULT,04/05/2020 12:16:00 PM,20-017827,VANDALISM-$400+,12Y,400 59TH ST,Oakland,CA,"400 59TH ST
Oakland, CA
(37.845442, -122.258074)"
STOLEN VEHICLE,04/10/2020 11:45:00 PM,20-018670,VEHICLE THEFT - AUTO,17Y,2200 10TH AV,Oakland,CA,"2200 10TH AV
Oakland, CA
(37.797366, -122.242324)"
STOLEN VEHICLE,04/05/2020 05:00:00 PM,20-017939,VEHICLE THEFT - AUTO,04X,2100 MARTIN LUTHER KING JR W,Oakland,CA,"2100 MARTIN LUTHER KING JR W
Oakland, CA"
MISDEMEANOR ASSAULT,04/05/2020 01:15:00 PM,20-017834,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,07X,34TH ST & WOOD ST,Oakland,CA,"34TH ST & WOOD ST
Oakland, CA
(37.824506, -122.290687)"
,04/24/2020 08:42:00 PM,20-020837,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,32X,105TH AVE & E ST,Oakland,CA,"105TH AVE & E ST
Oakland, CA
(37.736442, -122.1727)"
BURG - RESIDENTIAL,02/01/2020 04:32:00 AM,20-006203,BURGLARY-FORCIBLE ENTRY,14X,300 GRAND AV,Oakland,CA,"300 GRAND AV
Oakland, CA
(37.809029, -122.256834)"
DISORDERLY CONDUCT,05/05/2020 05:58:00 PM,20-022636,DISTURB THE PEACE,08X,3800 OPAL ST,Oakland,CA,"3800 OPAL ST
Oakland, CA
(37.826886, -122.259155)"
GRAND THEFT,02/15/2020 03:44:00 AM,20-905858,THEFT,31X,8100 OAKPORT ST,Oakland,CA,"8100 OAKPORT ST
Oakland, CA
(37.742201, -122.198474)"
,04/29/2020 01:54:00 PM,20-022748,THFT:USE ACCESS CRD DATA,27Y,5300 INTERNATIONAL BLVD,Oakland,CA,"5300 INTERNATIONAL BLVD
Oakland, CA
(37.767992, -122.205673)"
BURG - RESIDENTIAL,01/31/2020 07:30:00 AM,20-904372,BURGLARY-FORCIBLE ENTRY,17Y,2600 11TH AV,Oakland,CA,"2600 11TH AV
Oakland, CA
(37.798998, -122.23817)"
ROBBERY,01/30/2020 04:00:00 PM,20-005810,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",32Y,10700 MACARTHUR BLVD,Oakland,CA,"10700 MACARTHUR BLVD
Oakland, CA
(37.741775, -122.150612)"
BURG - AUTO,04/22/2020 12:00:00 AM,20-909010,BURGLARY-AUTO,30Y,7900 SUNKIST DR,Oakland,CA,"7900 SUNKIST DR
Oakland, CA
(37.768248, -122.161423)"
VANDALISM,04/22/2020 07:00:00 PM,20-909025,VANDALISM,17X,2000 PARK BLVD,Oakland,CA,"2000 PARK BLVD
Oakland, CA
(37.800382, -122.248512)"
BURG - COMMERCIAL,03/23/2020 02:00:00 AM,20-017694,BURGLARY-FORCIBLE ENTRY,77X,2500 VALDEZ ST,Oakland,CA,"2500 VALDEZ ST
Oakland, CA
(37.815113, -122.262976)"
,05/04/2020 11:05:00 AM,20-022759,THEFT,26X,400 HIGH ST,Oakland,CA,"400 HIGH ST
Oakland, CA
(37.76593, -122.223338)"
BURG - COMMERCIAL,03/01/2020 03:00:00 AM,20-011835,BURGLARY-FORCIBLE ENTRY,29X,6200 SEMINARY AV,Oakland,CA,"6200 SEMINARY AV
Oakland, CA
(37.780347, -122.174822)"
MISDEMEANOR ASSAULT,04/10/2020 01:30:00 AM,20-018531,BATTERY,30X,1600 80TH AV,Oakland,CA,"1600 80TH AV
Oakland, CA
(37.758182, -122.1784)"
FELONY ASSAULT,03/19/2020 10:58:00 PM,20-015323,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,33X,1000 98TH AV,Oakland,CA,"1000 98TH AV
Oakland, CA
(37.740697, -122.177765)"
,05/05/2020 11:20:00 PM,20-022685,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,22X,3400 FRUITVALE AV,Oakland,CA,"3400 FRUITVALE AV
Oakland, CA
(37.799279, -122.216563)"
STOLEN VEHICLE,02/11/2020 11:00:00 PM,20-009161,VEHICLE THEFT - AUTO,14X,200 LEE ST,Oakland,CA,"200 LEE ST
Oakland, CA
(37.813509, -122.258949)"
GRAND THEFT,04/22/2020 01:00:00 PM,20-909006,THEFT,26X,500 66TH AV,Oakland,CA,"500 66TH AV
Oakland, CA
(37.754523, -122.206277)"
BURG - COMMERCIAL,04/10/2020 02:02:00 AM,20-018530,BURGLARY-FORCIBLE ENTRY,26X,5800 SAN LEANDRO ST,Oakland,CA,"5800 SAN LEANDRO ST
Oakland, CA
(37.761616, -122.206401)"
DOMESTIC VIOLENCE,04/04/2020 11:46:00 PM,20-017620,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,31Y,8400 EDES AV,Oakland,CA,"8400 EDES AV
Oakland, CA
(37.741742, -122.195475)"
PETTY THEFT,03/23/2020 05:40:00 PM,20-015875,TRESPASSING,12X,5000 TELEGRAPH AV,Oakland,CA,"5000 TELEGRAPH AV
Oakland, CA
(37.83653, -122.262463)"
MISDEMEANOR ASSAULT,02/17/2020 09:08:00 PM,20-009382,BATTERY,05Y,1800 WOOD ST,Oakland,CA,"1800 WOOD ST
Oakland, CA
(37.816546, -122.295227)"
STOLEN VEHICLE,03/27/2020 07:00:00 PM,20-017004,ATTEMPT VEHICLE THEFT-AUTO,22Y,3100 CARLSEN ST,Oakland,CA,"3100 CARLSEN ST
Oakland, CA
(37.801394, -122.197877)"
OTHER SEX OFFENSES,03/29/2020 09:22:00 AM,20-016688,SEXUAL BATTERY,19X,1900 INTERNATIONAL BLVD,Oakland,CA,"1900 INTERNATIONAL BLVD
Oakland, CA
(37.786451, -122.241035)"
,05/05/2020 07:20:00 PM,20-022640,CARRY LOADED FIREARM ON/IN PERSON/VEH: PUBLIC PLACE,30X,7900 NEY AVE,Oakland,CA,"7900 NEY AVE
Oakland, CA
(37.765949, -122.165781)"
WEAPONS,04/10/2020 12:58:00 AM,20-018521,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,33X,9100 B ST,Oakland,CA,"9100 B ST
Oakland, CA
(37.747592, -122.177478)"
BRANDISHING,04/04/2020 04:30:00 PM,20-017721,EXHIBIT FIREARM,29X,3400 68TH AV,Oakland,CA,"3400 68TH AV
Oakland, CA
(37.772079, -122.175124)"
STOLEN VEHICLE,04/09/2020 08:43:00 AM,20-018417,VEHICLE THEFT - AUTO,32X,1300 99TH AV,Oakland,CA,"1300 99TH AV
Oakland, CA
(37.74304, -122.171164)"
VANDALISM,04/09/2020 04:09:00 PM,20-020789,VANDALISM-$400,33X,9600 E ST,Oakland,CA,"9600 E ST
Oakland, CA
(37.743203, -122.177829)"
GRAND THEFT,04/22/2020 03:05:00 PM,20-909001,GRAND THEFT,11X,5600 DOVER ST,Oakland,CA,"5600 DOVER ST
Oakland, CA
(37.840907, -122.267369)"
STOLEN VEHICLE,04/07/2020 01:16:00 PM,20-018151,VEHICLE THEFT - AUTO,29X,5500 FLEMING AV,Oakland,CA,"5500 FLEMING AV
Oakland, CA
(37.774933, -122.191734)"
BURG - AUTO,04/20/2020 10:00:00 PM,20-908971,BURGLARY-AUTO,13X,6100 OCEAN VIEW DR,Oakland,CA,"6100 OCEAN VIEW DR
Oakland, CA
(37.847447, -122.241879)"
,05/05/2020 07:20:00 PM,20-022640,MISD-CARRY LOADED HANDGUN: NOT REGISTERED OWNER,30X,7900 NEY AVE,Oakland,CA,"7900 NEY AVE
Oakland, CA
(37.765949, -122.165781)"
BURG - RESIDENTIAL,04/10/2020 03:30:00 AM,20-018534,ATTEMPTED BURGLARY:SECOND DEGREE,12Y,300 51ST ST,Oakland,CA,"300 51ST ST
Oakland, CA
(37.834903, -122.25289)"
MISDEMEANOR ASSAULT,04/06/2020 12:10:00 PM,20-017964,BATTERY,26X,HIGH ST & INTERNATIONAL BLVD,Oakland,CA,"HIGH ST & INTERNATIONAL BLVD
Oakland, CA
(37.772377, -122.214811)"
